"Id","Title","Body","Tags"
"126","Outlook keyboard shortcut to move message to a different folder","<p>I am trying to organize my inbox and move my messages to certain folders. Is there a keyboard shortcut I can set up like:</p>

<p>CRTL + 1 : Personal Folder</p>

<p>CRTL + 2 : Task 1 Folder</p>

<p>CRTL + 3 : Task 2 Folder</p>
","outlook organization"
"127","There is a way to know and check ""who make""/""where come from"" a NET/HTTP request?","<p>There is a way to know and check ""who make""/""where come from"" a NET/HTTP request? </p>

<p>P.S.: I am using Ruby on Rails.</p>
","ruby-on-rails http web-applications request"
"128","Creating a virtual NIC on windows 7","<p>How to create a virtual NIC on Windows 7 ? I need the Device Drivers for installing the Virtual NIC that can be listed in Device Manager.</p>

<p>When Enabled it should connect to the same computer. I want to share my internet connection on this virtual LAN and then use it.</p>
","networking"
"129","Fixing PHP_Beautifier's empty lines' problem","<p>I am currently using <a href=""http://pear.php.net/package/PHP%5FBeautifier/"" rel=""nofollow"">PHP_Beautifier</a> for formatting code with the following command like options</p>

<pre><code>-t -l ""ArrayNested() IndentStyles(style=bsd) NewLines(before=T_CLASS:function:T_COMMENT,after=T_COMMENT)""
</code></pre>

<p>It works great except for the fact that it strips out all the blank lines. After a bit of searching, I found it posted as a <a href=""http://pear.php.net/bugs/bug.php?id=12271"" rel=""nofollow"">bug</a> that is open since 2007.</p>

<p>I tried looking into the <a href=""http://beautifyphp.svn.sourceforge.net/viewvc/beautifyphp/trunk/"" rel=""nofollow"">codebase</a> but was unable to locate the specific code that does this. I appreciate any help I can get in the right direction.</p>

<p>Thanks!</p>
","php beautifier php-beautifier"
"130","Can we have a sql express-like database using MySql","<p>Can we create a sql express-like database using MySql.</p>

<p>meaning: the database files can reside in the project's directory and can work on any machine having sql express installed.</p>

<p>Does MySql provide such a facility? and if so, how can this be done</p>

<p>thanks</p>
","mysql"
"131","I want to get header response of a url using a proxy with a username, password, host and port?","<p>I want to get header response of a URL by using proxy username, password, host and port? is there any Linux command to get the same response?</p>
","linux proxy authentication http"
"132","Pipelining within Process Groups","<p>I'm currently reading Advanced Programming in the Unix Environment by Stevens/Rago.</p>

<p>Within the process group section of the book, the author discusses how process groups are utilized commonly by shells for pipelining.</p>

<blockquote>
  <p>For example, the argument shown below could have been generated by
  shell commands of the form:</p>
  
  <p>proc1 | proc2 &amp; proc3 | proc4 | proc5</p>
</blockquote>

<p>Lots of other resources also discuss the relationship between process groups and pipelining. However, the one thing which I cannot find is an explanation of how the pipelining portion of this is implemented.</p>

<p>I know that in Linux shells like Boune-again shell (BASH), processes in a pipeline are executed in parallel -- that is, in the previous example showing <code>proc3 | proc4 | proc5</code>, all three of these processes are simultaneously executed. The stdin of proc4 is connected to the stdin of proc3. (I also know that MS-DOS used temporary files and did not execute pipes in parallel, but let's ignore that for the moment).</p>

<p>So, I've got proc3, proc4, proc5 all in a process group. Fantastic. How does this actually help with creating the pipelines between them?</p>

<p>As far as I can tell, I need to do the following to enable pipelining in a shell which I build:</p>

<ol>
<li>Create N-1 pipelines, where N is the number of processes in the
pipelined statement fork() the shell process N times</li>
<li>In each forked process, I need to use dup2 to properly set up the
shared pipelines</li>
<li>Then, after all of the forked processes have confirmation that they
have all finalized setting up their pipes (likely via some IPC via a
shared memory space), each can then run exec() and actually launch
their respective processes.</li>
</ol>

<p>However, all of the texts which I keep reading act as if process groups provide some magical functionality to create these pipelines -- or they are simply neglecting to mention the procedure I outlined above.</p>

<p>Any comments or advice is always appreciated.</p>
","c linux shell process operating-system"
"133","Error with different screen size in android","<p>i have a gifview class that load a gif in function of screen size in this way:</p>

<pre><code>if((getResources().getConfiguration().screenLayout &amp; Configuration.SCREENLAYOUT_SIZE_MASK) == Configuration.SCREENLAYOUT_SIZE_SMALL){
        gif = ""anim_cerca_ldpi.gif"";
    }else if((getResources().getConfiguration().screenLayout &amp; Configuration.SCREENLAYOUT_SIZE_MASK) == Configuration.SCREENLAYOUT_SIZE_NORMAL){
        gif = ""anim_cerca_mdpi.gif"";
    }else{
        gif = ""anim_cerca_hdpi.gif"";
    }
</code></pre>

<p>The problem is that i try it on galaxy S II and image taken is anim_cerca_ldpi.gif so the small size one. can you help me finding what could be the error?</p>
","android size screen"
"134","Rails – select current menu item","<p>I have made a small helper that adds <code>class=""selected""</code>. Primarily it uses <code>current_page?</code> to investigate if the present path is the current menu item, and the select it.</p>

<pre><code>module MenuHelper
  #renders menu items and emphasizes current menu item
  def topmenu
    pages = {
      ""products"" =&gt; admin_products_path,
      ""categories"" =&gt; admin_categories_path,
      ""catalogs"" =&gt; admin_catalogs_path,
      ""sales channels"" =&gt; admin_sales_channels_path
    }
    pages.map do |key, value|
      classnames = %( class=""current"") if current_page?(value)
      ""&lt;li#{classnames}&gt;#{link_to(key, value)}&lt;/li&gt;""
    end
  end
end
</code></pre>

<p>And in /layouts/application.html.erb:</p>

<pre><code>&lt;ul class=""topmenu""&gt;
&lt;%= topmenu %&gt;
&lt;/ul&gt;
</code></pre>

<p>There is a big flaw in my approach. Selecting <code>/admin/catalogs</code> works like a charm. But any subpages do not (<code>/admin/catalogs/1</code>, etc.)</p>

<p>I think that my approach may be flawed by the limitations of the <a href=""http://api.rubyonrails.org/classes/ActionView/Helpers/UrlHelper.html#M001603"" rel=""nofollow""><code>current_page?</code></a> method</p>

<p>do you have any ideas on how I should either enhance this script to accept similar urls, or is there a smarter way to achieve it?</p>
","ruby-on-rails"
"135","PHP Mysql CHECK row if exist the id","<p>Is my script correct? 
What i want is that check if the id is exist then UPDATE if not exist then INSERT.</p>

<pre><code>$sqlCheckRow = mysql_query( ""SELECT * FROM wctilerack WHERE gameID = '$up_gameID' "" ) or die ( mysql_error() );
$rowCounted = mysql_num_rows( $sqlCheckRow );
if ( $rowCounted == '0' ) {
    // INSERT wctilerack
    $sqlTileINSERT = mysql_query( ""INSERT INTO wctilerack VALUE('', '$up_gameID', '$up_email_player1', '$playerRack' ) "") or die ( mysql_error() );
} elseif ( $rowCounted == '1' ) {
    // INSERT wctilerack
    $sqlTileINSERT = mysql_query( ""UPDATE wctilerack SET tiles = '$playerRack' WHERE gamedID = '$up_gameID'  "") or die ( mysql_error() );
}
</code></pre>

<p>I tested it its working i just like to confirm if the process is correct. </p>

<p>thank you</p>
","php mysql"
"136","Nlog and Custom Levels","<p>i know there are some log levels builtin in nLog like trace, info, fatal etc etc </p>

<p>i want to define some new ones such as ""DBLog"" and be able to only configure all logs with DBlog to be targeted to a certain Target.</p>

<p>is there is any way to do that ? or i have to define a custom log ?</p>
","c# nlog logging"
"137","PopupScreen not show after pushing","<p>I push the pop screen using following code, what pop screen not displays.
Please tell me what I missed.?</p>

<pre><code>LabelField statusMsg =  new LabelField(""Hello"");
PopupScreen statusScreen = new PopupScreen((fieldHFM));
UiApplication app = UiApplication.getUiApplication();
app.pushScreen(statusScreen);
</code></pre>
","blackberry"
"138","Separate projects or multiple class files ... namespace best practice in C#","<p>I'm creating a library for use with an application that I am building.  I am building a name space structure similar to below.</p>

<pre><code>MyNamespace.Validation
MyNamespace.Reports
MyNamespace.Transactions
MyNamespace.DataImport
etc...
</code></pre>

<p>Would it be best practice to create a solution with multiple projects for each sub namespace or one project with multiple class files for each sub namespace?  Thanks.</p>
","c# namespaces projects-and-solutions"
"139","JSP form drop down from database.","<p>so ive got several tables which shows the values in my databases. I can add, edit, and delete them. Now several of these tables have FK relations to each other so to add in some tables must be correctly aligned with values already existing in other tables. Say I have 3 tables (A/B/C) and i want to add something in B which must relate to A and C. I need the form to populate drop downs from both of the tables with existing values so that the user may select them and create an entry. So far i havent had much luck in this.</p>

<p>I have a DAO which querys the server and generates a list of the values in table C. I then have a controller which right now handles displaying the values in B when you go to edit it:</p>

<pre><code>@RequestMapping(value = ""/cmsattribute_add"", method = RequestMethod.GET)
public String Home(ModelMap model, HttpServletRequest request) {
CmsAttributeModel cmsAttribute = new CmsAttributeModel();
CmsGroupModel cmsGroupList = new CmsGroupModel();
model.addAttribute(""cmsAttribute"", cmsAttribute);
return ""/cmsattribute_submit"";
}
</code></pre>

<p>Then the form for table B AKA CmsAttribute which has several other fields but this is one of the ones that needs to be populated from the existing values in the other database called CmsGroup, specifically the IDs of the entries:</p>

<pre><code>&lt;form:form name =""cmsform"" commandName=""cmsAttribute"" action='${linkto}' &gt; 
&lt;tr&gt;
&lt;TD&gt;&lt;span class=""required""&gt;*&lt;/span&gt; CMS Group ID:&lt;/TD&gt;
&lt;td&gt;&lt;form:select path=""cmsGroupId""&gt;
&lt;form:options items=""${cmsGroupList}"" /&gt;
&lt;/form:select&gt;
&lt;/td&gt;
&lt;td&gt;&lt;form:errors path=""cmsGroupId"" cssClass=""required"" /&gt;&lt;/td&gt;
&lt;/tr&gt;
</code></pre>

<p>Right now im just stuck on how to tie them all together. Right now the form page shows a dropdown for the CmsGroup ID values but there is nothing in it. Im quite sure im just missing a method or a call to simply tie everything in.....Thanks</p>
","database forms jsp mvc"
